parcel_id,survey_no,cadastral_id,spatial_similarity,area_similarity,owner_similarity,identifier_similarity,confidence,status
P0290,SRV-1290,P0290,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0291,SRV-1291,P0291,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0292,SRV-1292,P0292,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0293,SRV-1293,P0293,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0294,SRV-1294,P0294,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0295,SRV-1295,P0295,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0296,SRV-1296,P0296,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0297,SRV-1297,P0297,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0298,SRV-1298,P0298,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0299,SRV-1299,P0299,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0300,SRV-1300,P0300,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0301,SRV-1301,P0301,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0302,SRV-1302,P0302,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0303,SRV-1303,P0303,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0304,SRV-1304,P0304,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0305,SRV-1305,P0305,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0306,SRV-1306,P0306,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0307,SRV-1307,P0307,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0308,SRV-1308,P0308,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0309,SRV-1309,P0309,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0310,SRV-1310,P0310,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0311,SRV-1311,P0311,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0312,SRV-1312,P0312,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0313,SRV-1313,P0313,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0314,SRV-1314,P0314,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0315,SRV-1315,P0315,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0316,SRV-1316,P0316,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0317,SRV-1317,P0317,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0318,SRV-1318,P0318,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0319,SRV-1319,P0319,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0320,SRV-1320,P0320,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0321,SRV-1321,P0321,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0322,SRV-1322,P0322,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0323,SRV-1323,P0323,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0324,SRV-1324,P0324,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0325,SRV-1325,P0325,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0326,SRV-1326,P0326,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0327,SRV-1327,P0327,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0328,SRV-1328,P0328,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0329,SRV-1329,P0329,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0330,SRV-1330,P0330,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0331,SRV-1331,P0331,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0332,SRV-1332,P0332,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0333,SRV-1333,P0333,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0334,SRV-1334,P0334,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0335,SRV-1335,P0335,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0336,SRV-1336,P0336,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0337,SRV-1337,P0337,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0338,SRV-1338,P0338,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0339,SRV-1339,P0339,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0340,SRV-1340,P0340,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0341,SRV-1341,P0341,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0342,SRV-1342,P0342,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0343,SRV-1343,P0343,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0344,SRV-1344,P0344,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0345,SRV-1345,P0345,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0346,SRV-1346,P0346,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0347,SRV-1347,P0347,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0348,SRV-1348,P0348,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0349,SRV-1349,P0349,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0350,SRV-1350,P0350,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0351,SRV-1351,P0351,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0352,SRV-1352,P0352,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0353,SRV-1353,P0353,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0354,SRV-1354,P0354,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0355,SRV-1355,P0355,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0356,SRV-1356,P0356,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0357,SRV-1357,P0357,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0358,SRV-1358,P0358,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0359,SRV-1359,P0359,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0360,SRV-1360,P0360,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0361,SRV-1361,P0361,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0362,SRV-1362,P0362,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0363,SRV-1363,P0363,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0364,SRV-1364,P0364,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0365,SRV-1365,P0365,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0366,SRV-1366,P0366,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0367,SRV-1367,P0367,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0368,SRV-1368,P0368,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0369,SRV-1369,P0369,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0370,SRV-1370,P0370,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0371,SRV-1371,P0371,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0372,SRV-1372,P0372,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0373,SRV-1373,P0373,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0374,SRV-1374,P0374,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0375,SRV-1375,P0375,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0376,SRV-1376,P0376,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0377,SRV-1377,P0377,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0378,SRV-1378,P0378,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0379,SRV-1379,P0379,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0380,SRV-1380,P0380,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0381,SRV-1381,P0381,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0382,SRV-1382,P0382,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0383,SRV-1383,P0383,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0384,SRV-1384,P0384,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0385,SRV-1385,P0385,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0386,SRV-1386,P0386,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0387,SRV-1387,P0387,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0388,SRV-1388,P0388,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0389,SRV-1389,P0389,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0390,SRV-1390,P0390,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0391,SRV-1391,P0391,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0392,SRV-1392,P0392,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0393,SRV-1393,P0393,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0394,SRV-1394,P0394,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0395,SRV-1395,P0395,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0396,SRV-1396,P0396,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0397,SRV-1397,P0397,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0398,SRV-1398,P0398,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0399,SRV-1399,P0399,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0400,SRV-1400,P0400,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0401,SRV-1401,P0401,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0402,SRV-1402,P0402,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0403,SRV-1403,P0403,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0404,SRV-1404,P0404,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0405,SRV-1405,P0405,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0406,SRV-1406,P0406,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0407,SRV-1407,P0407,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0408,SRV-1408,P0408,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0409,SRV-1409,P0409,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0410,SRV-1410,P0410,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0411,SRV-1411,P0411,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0412,SRV-1412,P0412,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0413,SRV-1413,P0413,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0414,SRV-1414,P0414,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0415,SRV-1415,P0415,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0416,SRV-1416,P0416,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0417,SRV-1417,P0417,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0418,SRV-1418,P0418,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0419,SRV-1419,P0419,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0420,SRV-1420,P0420,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0421,SRV-1421,P0421,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0422,SRV-1422,P0422,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0423,SRV-1423,P0423,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0424,SRV-1424,P0424,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0425,SRV-1425,P0425,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0426,SRV-1426,P0426,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0427,SRV-1427,P0427,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0428,SRV-1428,P0428,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0429,SRV-1429,P0429,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0430,SRV-1430,P0430,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0431,SRV-1431,P0431,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0432,SRV-1432,P0432,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0433,SRV-1433,P0433,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0434,SRV-1434,P0434,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0435,SRV-1435,P0435,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0436,SRV-1436,P0436,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0437,SRV-1437,P0437,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0438,SRV-1438,P0438,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0439,SRV-1439,P0439,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0440,SRV-1440,P0440,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0441,SRV-1441,P0441,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0442,SRV-1442,P0442,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0443,SRV-1443,P0443,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0444,SRV-1444,P0444,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0445,SRV-1445,P0445,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0446,SRV-1446,P0446,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0447,SRV-1447,P0447,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0448,SRV-1448,P0448,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0449,SRV-1449,P0449,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0450,SRV-1450,P0450,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0451,SRV-1451,P0451,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0452,SRV-1452,P0452,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0453,SRV-1453,P0453,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0454,SRV-1454,P0454,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0455,SRV-1455,P0455,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0456,SRV-1456,P0456,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0457,SRV-1457,P0457,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0458,SRV-1458,P0458,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0459,SRV-1459,P0459,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0460,SRV-1460,P0460,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0461,SRV-1461,P0461,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0462,SRV-1462,P0462,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0463,SRV-1463,P0463,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0464,SRV-1464,P0464,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0465,SRV-1465,P0465,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0466,SRV-1466,P0466,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0467,SRV-1467,P0467,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0468,SRV-1468,P0468,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0469,SRV-1469,P0469,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0470,SRV-1470,P0470,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0471,SRV-1471,P0471,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0472,SRV-1472,P0472,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0473,SRV-1473,P0473,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0474,SRV-1474,P0474,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0475,SRV-1475,P0475,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0476,SRV-1476,P0476,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0477,SRV-1477,P0477,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0478,SRV-1478,P0478,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0479,SRV-1479,P0479,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0480,SRV-1480,P0480,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0481,SRV-1481,P0481,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0482,SRV-1482,P0482,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0483,SRV-1483,P0483,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0484,SRV-1484,P0484,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0485,SRV-1485,P0485,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0486,SRV-1486,P0486,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0487,SRV-1487,P0487,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0488,SRV-1488,P0488,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0489,SRV-1489,P0489,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0490,SRV-1490,P0490,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0491,SRV-1491,P0491,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0492,SRV-1492,P0492,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0493,SRV-1493,P0493,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0494,SRV-1494,P0494,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0495,SRV-1495,P0495,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0496,SRV-1496,P0496,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0497,SRV-1497,P0497,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0498,SRV-1498,P0498,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0499,SRV-1499,P0499,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
P0500,SRV-1500,P0500,100.0,100.0,100.0,100.0,100.0,HIGH CONFIDENCE
