parcel_id,municipal_plot_id,spatial_similarity,area_similarity,owner_similarity,identifier_similarity,confidence,status
P0357,M-8356,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0358,M-8357,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0359,M-8358,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0360,M-8359,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0361,M-8360,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0362,M-8361,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0363,M-8362,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0364,M-8363,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0365,M-8364,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0366,M-8365,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0367,M-8366,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0368,M-8367,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0369,M-8368,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0370,M-8369,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0371,M-8370,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0372,M-8371,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0373,M-8372,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0374,M-8373,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0375,M-8374,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0376,M-8375,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0377,M-8376,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0378,M-8377,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0379,M-8378,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0380,M-8379,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0381,M-8380,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0382,M-8381,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0383,M-8382,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0384,M-8383,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0385,M-8384,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0386,M-8385,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0387,M-8386,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0388,M-8387,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0389,M-8388,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0390,M-8389,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0391,M-8390,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0392,M-8391,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0393,M-8392,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0394,M-8393,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0395,M-8394,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0396,M-8395,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0397,M-8396,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0398,M-8397,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0399,M-8398,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0400,M-8399,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0401,M-8400,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0402,M-8401,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0403,M-8402,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0404,M-8403,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0405,M-8404,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0406,M-8405,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0407,M-8406,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0408,M-8407,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0409,M-8408,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0410,M-8409,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0411,M-8410,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0412,M-8411,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0413,M-8412,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0414,M-8413,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0415,M-8414,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0416,M-8415,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0417,M-8416,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0418,M-8417,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0419,M-8418,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0420,M-8419,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0421,M-8420,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0422,M-8421,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0423,M-8422,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0424,M-8423,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0425,M-8424,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0426,M-8425,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0427,M-8426,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0428,M-8427,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0429,M-8428,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0430,M-8429,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0431,M-8430,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0432,M-8431,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0433,M-8432,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0434,M-8433,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0435,M-8434,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0436,M-8435,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0437,M-8436,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0438,M-8437,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0439,M-8438,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0440,M-8439,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0441,M-8440,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0442,M-8441,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0443,M-8442,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0444,M-8443,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0445,M-8444,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0446,M-8445,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0447,M-8446,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0448,M-8447,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0449,M-8448,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0450,M-8449,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0451,M-8450,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0452,M-8451,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0453,M-8452,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0454,M-8453,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0455,M-8454,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0456,M-8455,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0457,M-8456,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0458,M-8457,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0459,M-8458,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0460,M-8459,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0461,M-8460,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0462,M-8461,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0463,M-8462,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0464,M-8463,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0465,M-8464,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0466,M-8465,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0467,M-8466,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0468,M-8467,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0469,M-8468,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0470,M-8469,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0471,M-8470,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0472,M-8471,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0473,M-8472,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0474,M-8473,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0475,M-8474,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0476,M-8475,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0477,M-8476,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0478,M-8477,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0479,M-8478,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0480,M-8479,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0481,M-8480,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0482,M-8481,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0483,M-8482,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0484,M-8483,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0485,M-8484,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0486,M-8485,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0487,M-8486,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0488,M-8487,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0489,M-8488,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0490,M-8489,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0491,M-8490,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0492,M-8491,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0493,M-8492,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0494,M-8493,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0495,M-8494,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0496,M-8495,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0497,M-8496,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0498,M-8497,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0499,M-8498,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
P0500,M-8499,100.0,100.0,100.0,0.0,85.0,LIKELY MATCH
